sample_name	Sample_or_Control	UCSD_split	birthplace	orig_seqrunid	date_startcollection	cohort	mouse_line	site_line	house_siteline	house_siteline_split_UCSD_Jax	house_siteline_UCSDJax	house_siteline_bcmJAX	dob	host_age	host_age_units	parity	cage	submission_date	group_study	representation	body_site	collection_method	line_site	origmouse_name	mouse_origid	estrous_stage	Prog_high	Prog_transition	Prog_mix	Estrogen_hi	esMM	esKP	esSO	tp_days	treatment	swabGBS_CFU	VTGBS_CFU	CGBS_CFU	UGBS_CFU	VS_clearD1	VS_clearD3	VS_clearD7	Uterine_clearance	toMedian1002000	study_topic	institution	vivarium	room	host_body_habitat	host_body_product	host_body_site	host_common_name	host_life_stage	host_scientific_name	CST	CST_real_33_77	CST_char	Longitudinal_basleine	GBS_study	FPVS	estrous
HMBd3m21	True Sample	none	BCM	PatrasHMBd3m21	8/6/21	2021Aug	HMB	BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	6/16/21	7.285714286	weeks	nulliparous	6	October212021	d	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC3508	HMB21a	diestrus	ProgHi	ProLoTransition	mix2	none	diestrus	D	di	3	None										HMBestrous_staging	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus	2	1	I		None	none	estrous_staging
HMBd4m04	True Sample	none	BCM	PatrasHMBd4m04	8/6/21	2021Aug	HMB	BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB		6344.857143	weeks	nulliparous	1	October212021	d	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		HMB04a	diestrus	ProgHi	ProLoTransition	mix2	none	diestrus	D	di	4	None										HMBestrous_staging	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus	2	1	I		None	none	estrous_staging
HMBd4m10	True Sample	none	BCM	PatrasHMBd4m10	8/6/21	2021Aug	HMB	BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB		6344.857143	weeks	nulliparous	3	October212021	d	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		HMB10a	diestrus	ProgHi	ProLoTransition	mix2	none	proestrus	D	di	4	None										HMBestrous_staging	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus	2	1	I		None	none	estrous_staging
HMBd4m13	True Sample	none	BCM	PatrasHMBd4m13	8/6/21	2021Aug	HMB	BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB		6344.857143	weeks	nulliparous	3	October212021	d	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		HMB13a	proestrus	ProLo	ProLoTransition	mix1	Estrogen	estrus	P	pro	4	None										HMBestrous_staging	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus	2	1	I		None	none	estrous_staging
HMBd4m17	True Sample	none	BCM	PatrasHMBd4m17	8/6/21	2021Aug	HMB	BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB		6344.857143	weeks	nulliparous	5	October212021	d	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		HMB17a	diestrus	ProgHi	ProLoTransition	mix2	none	proestrus	D	di	4	None										HMBestrous_staging	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus	2	1	I		None	none	estrous_staging
HMBd4m21	True Sample	none	BCM	PatrasHMBd4m21	8/6/21	2021Aug	HMB	BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	6/16/21	7.285714286	weeks	nulliparous	6	October212021	d	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC3508	HMB21a	diestrus	ProgHi	ProLoTransition	mix2	none	diestrus	D	di	4	None										HMBestrous_staging	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus	2	1	I		None	none	estrous_staging
HMBd5m04	True Sample	none	BCM	PatrasHMBd5m04	8/6/21	2021Aug	HMB	BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB		6344.857143	weeks	nulliparous	1	October212021	d	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		HMB04a	diestrus	ProgHi	ProLoTransition	mix2	none	proestrus	D	di	5	None										HMBestrous_staging	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus	2	1	I		None	none	estrous_staging
HMBd5m10	True Sample	none	BCM	PatrasHMBd5m10	8/6/21	2021Aug	HMB	BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB		6344.857143	weeks	nulliparous	3	October212021	d	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		HMB10a	proestrus	ProLo	ProLoTransition	mix1	Estrogen	estrus	P	pro	5	None										HMBestrous_staging	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus	2	1	I		None	none	estrous_staging
HMBd5m13	True Sample	none	BCM	PatrasHMBd5m13	8/6/21	2021Aug	HMB	BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB		6344.857143	weeks	nulliparous	3	October212021	d	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		HMB13a	proestrus	ProLo	ProLoTransition	mix1	Estrogen	estrus	P	pro	5	None										HMBestrous_staging	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus	2	1	I		None	none	estrous_staging
HMBd5m17	True Sample	none	BCM	PatrasHMBd5m17	8/6/21	2021Aug	HMB	BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB		6344.857143	weeks	nulliparous	5	October212021	d	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		HMB17a	proestrus	ProLo	ProLoTransition	mix1	Estrogen	proestrus	D	di/pro	5	None										HMBestrous_staging	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus	2	1	I		None	none	estrous_staging
HMBd5m21	True Sample	none	BCM	PatrasHMBd5m21	8/6/21	2021Aug	HMB	BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	6/16/21	7.285714286	weeks	nulliparous	6	October212021	d	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC3508	HMB21a	proestrus	ProLo	ProLoTransition	mix1	Estrogen	proestrus	P	di/pro	5	None										HMBestrous_staging	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus	2	1	I		None	none	estrous_staging
HMBd6m01	True Sample	none	BCM	PatrasHMBd6m01	8/6/21	2021Aug	HMB	BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB		6344.857143	weeks	nulliparous	1	October212021	d	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		HMB01a	proestrus	ProLo	ProLoTransition	mix1	Estrogen	proestrus	P	di	6	None										HMBestrous_staging	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus	3	4	IV		None	none	estrous_staging
HMBd6m02	True Sample	none	BCM	PatrasHMBd6m02	8/6/21	2021Aug	HMB	BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB		6344.857143	weeks	nulliparous	1	October212021	d	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		HMB02a	proestrus	ProLo	ProLoTransition	mix1	Estrogen	diestrus	P	pro	6	None										HMBestrous_staging	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus	3	4	IV		None	none	estrous_staging
HMBd6m03	True Sample	none	BCM	PatrasHMBd6m03	8/6/21	2021Aug	HMB	BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB		6344.857143	weeks	nulliparous	1	October212021	d	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		HMB03a	proestrus	ProLo	ProLoTransition	mix1	Estrogen	proestrus	P	pro	6	None										HMBestrous_staging	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus	7	3	III-a		None	none	estrous_staging
HMBd6m04	True Sample	none	BCM	PatrasHMBd6m04	8/6/21	2021Aug	HMB	BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB		6344.857143	weeks	nulliparous	1	October212021	d	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		HMB04a	proestrus	ProLo	ProLoTransition	mix1	Estrogen	proestrus	P	di/pro	6	None										HMBestrous_staging	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus	2	1	I		None	none	estrous_staging
HMBd6m05	True Sample	none	BCM	PatrasHMBd6m05	8/6/21	2021Aug	HMB	BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB		6344.857143	weeks	nulliparous	2	October212021	d	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		HMB05a	proestrus	ProLo	ProLoTransition	mix1	Estrogen	proestrus	P?	pro	6	None										HMBestrous_staging	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus	2	1	I		None	none	estrous_staging
HMBd6m06	True Sample	none	BCM	PatrasHMBd6m06	8/6/21	2021Aug	HMB	BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB		6344.857143	weeks	nulliparous	2	October212021	d	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		HMB06a	proestrus	ProLo	ProLoTransition	mix1	Estrogen	proestrus	P	pro	6	None										HMBestrous_staging	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus	2	1	I		None	none	estrous_staging
HMBd6m07	True Sample	none	BCM	PatrasHMBd6m07	8/6/21	2021Aug	HMB	BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB		6344.857143	weeks	nulliparous	2	October212021	d	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		HMB07a	proestrus	ProLo	ProLoTransition	mix1	Estrogen	estrus	P	pro	6	None										HMBestrous_staging	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus	1	5	V		None	none	estrous_staging
HMBd6m08	True Sample	none	BCM	PatrasHMBd6m08	8/6/21	2021Aug	HMB	BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB		6344.857143	weeks	nulliparous	2	October212021	d	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		HMB08a	proestrus	ProLo	ProLoTransition	mix1	Estrogen	proestrus	P	met	6	None										HMBestrous_staging	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus	2	1	I		None	none	estrous_staging
HMBd6m09	True Sample	none	BCM	PatrasHMBd6m09	8/6/21	2021Aug	HMB	BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB		6344.857143	weeks	nulliparous	3	October212021	d	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		HMB09a	proestrus	ProLo	ProLoTransition	mix1	Estrogen	proestrus	P	pro	6	None										HMBestrous_staging	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus	2	1	I		None	none	estrous_staging
HMBd6m10	True Sample	none	BCM	PatrasHMBd6m10	8/6/21	2021Aug	HMB	BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB		6344.857143	weeks	nulliparous	3	October212021	d	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		HMB10a	estrus	ProLo	ProgHiTransition	mix2	none	estrus	P	e	6	None										HMBestrous_staging	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus	2	1	I		None	none	estrous_staging
HMBd6m11	True Sample	none	BCM	PatrasHMBd6m11	8/6/21	2021Aug	HMB	BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB		6344.857143	weeks	nulliparous	3	October212021	d	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		HMB11a	proestrus	ProLo	ProLoTransition	mix1	Estrogen	diestrus	P	di/pro	6	None										HMBestrous_staging	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus	2	1	I		None	none	estrous_staging
HMBd6m12	True Sample	none	BCM	PatrasHMBd6m12	8/6/21	2021Aug	HMB	BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB		6344.857143	weeks	nulliparous	3	October212021	d	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		HMB12a	proestrus	ProLo	ProLoTransition	mix1	Estrogen	diestrus	?	pro/e	6	None										HMBestrous_staging	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus	2	1	I		None	none	estrous_staging
HMBd6m13	True Sample	none	BCM	PatrasHMBd6m13	8/6/21	2021Aug	HMB	BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB		6344.857143	weeks	nulliparous	3	October212021	d	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		HMB13a	proestrus	ProLo	ProLoTransition	mix1	Estrogen	proestrus	P	pro/e	6	None										HMBestrous_staging	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus	1	5	V		None	none	estrous_staging
HMBd6m14	True Sample	none	BCM	PatrasHMBd6m14	8/6/21	2021Aug	HMB	BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	7/8/21	4.142857143	weeks	nulliparous	4	October212021	d	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC3566	HMB14a	proestrus	ProLo	ProLoTransition	mix1	Estrogen	proestrus	?	di	6	None										HMBestrous_staging	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus	2	1	I		None	none	estrous_staging
HMBd6m15	True Sample	none	BCM	PatrasHMBd6m15	8/6/21	2021Aug	HMB	BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	7/8/21	4.142857143	weeks	nulliparous	4	October212021	d	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC3567	HMB15a	proestrus	ProLo	ProLoTransition	mix1	Estrogen	proestrus	?	di	6	None										HMBestrous_staging	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus	2	1	I		None	none	estrous_staging
HMBd6m16	True Sample	none	BCM	PatrasHMBd6m16	8/6/21	2021Aug	HMB	BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	7/9/21	4	weeks	nulliparous	4	October212021	d	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC3571	HMB16a	diestrus	ProgHi	ProLoTransition	mix2	none	diestrus	D	di	6	None										HMBestrous_staging	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus	2	1	I		None	none	estrous_staging
HMBd6m17	True Sample	none	BCM	PatrasHMBd6m17	8/6/21	2021Aug	HMB	BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB		6344.857143	weeks	nulliparous	5	October212021	d	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		HMB17a	proestrus	ProLo	ProLoTransition	mix1	Estrogen	estrus	P	pro	6	None										HMBestrous_staging	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus	2	1	I		None	none	estrous_staging
HMBd6m18	True Sample	none	BCM	PatrasHMBd6m18	8/6/21	2021Aug	HMB	BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB		6344.857143	weeks	nulliparous	5	October212021	d	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		HMB18a	proestrus	ProLo	ProLoTransition	mix1	Estrogen	estrus	P	pro	6	None										HMBestrous_staging	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus	2	1	I		None	none	estrous_staging
HMBd6m19	True Sample	none	BCM	PatrasHMBd6m19	8/6/21	2021Aug	HMB	BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	6/16/21	7.285714286	weeks	nulliparous	6	October212021	d	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC3506	HMB19a	diestrus	ProgHi	ProLoTransition	mix2	none	diestrus	D	met	6	None										HMBestrous_staging	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus	2	1	I		None	none	estrous_staging
HMBd6m20	True Sample	none	BCM	PatrasHMBd6m20	8/6/21	2021Aug	HMB	BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	6/16/21	7.285714286	weeks	nulliparous	6	October212021	d	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC3507	HMB20a	proestrus	ProLo	ProLoTransition	mix1	Estrogen	proestrus	E	pro	6	None										HMBestrous_staging	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus	1	5	V		None	none	estrous_staging
HMBd6m21	True Sample	none	BCM	PatrasHMBd6m21	8/6/21	2021Aug	HMB	BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	6/16/21	7.285714286	weeks	nulliparous	6	October212021	d	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC3508	HMB21a	proestrus	ProLo	ProLoTransition	mix1	Estrogen	proestrus	P	pro	6	None										HMBestrous_staging	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus	2	1	I		None	none	estrous_staging
HMBd6m22	True Sample	none	BCM	PatrasHMBd6m22	8/6/21	2021Aug	HMB	BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	7/8/21	4.142857143	weeks	nulliparous	4	October212021	d	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC3579	HMB22a	diestrus	ProgHi	ProLoTransition	mix2	none	proestrus	D?	di	6	None										HMBestrous_staging	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus	2	1	I		None	none	estrous_staging
HMBd6m23	True Sample	none	BCM	PatrasHMBd6m23	8/6/21	2021Aug	HMB	BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	7/8/21	4.142857143	weeks	nulliparous	4	October212021	d	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC3580	HMB23a	proestrus	ProLo	ProLoTransition	mix1	Estrogen	proestrus	P	pro	6	None										HMBestrous_staging	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus	2	1	I		None	none	estrous_staging
CC05x1	True Sample	none	Jackson Labs	Patras_CC05x1	9/1/21	exp1	Conventional	Jackson Labs_Conventional	BCM_Jackson Labs_Conventional	BCM_Jackson Labs_Conventional	BCM_Jackson Labs_Conventional	A_BCM_Jackson Labs_Conventional		8	weeks	nulliparous		21-Dec	g	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		GDM_CC05										Control_preg											BCM			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					Control_preg	none	none
CC06x1	True Sample	none	Jackson Labs	Patras_CC06x1	9/1/21	exp1	Conventional	Jackson Labs_Conventional	BCM_Jackson Labs_Conventional	BCM_Jackson Labs_Conventional	BCM_Jackson Labs_Conventional	A_BCM_Jackson Labs_Conventional		8	weeks	nulliparous		21-Dec	g	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		GDM_CC06										Control_preg											BCM			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					Control_preg	none	none
CC07x1	True Sample	none	Jackson Labs	Patras_CC07x1	9/1/21	exp1	Conventional	Jackson Labs_Conventional	BCM_Jackson Labs_Conventional	BCM_Jackson Labs_Conventional	BCM_Jackson Labs_Conventional	A_BCM_Jackson Labs_Conventional		8	weeks	nulliparous		21-Dec	g	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		GDM_CC07										Control_preg											BCM			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					Control_preg	none	none
CC11x1	True Sample	none	Jackson Labs	Patras_CC11x1	9/1/21	exp1	Conventional	Jackson Labs_Conventional	BCM_Jackson Labs_Conventional	BCM_Jackson Labs_Conventional	BCM_Jackson Labs_Conventional	A_BCM_Jackson Labs_Conventional		8	weeks	nulliparous		21-Dec	g	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		GDM_CC11										Control_preg											BCM			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					Control_preg	none	none
CG01x1	True Sample	none	Jackson Labs	Patras_CG01x1	9/1/21	exp1	Conventional	Jackson Labs_Conventional	BCM_Jackson Labs_Conventional	BCM_Jackson Labs_Conventional	BCM_Jackson Labs_Conventional	A_BCM_Jackson Labs_Conventional		8	weeks	nulliparous		21-Dec	g	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		GDM_CG01										GDM_preg											BCM			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					GDM_preg	none	none
CG05x1	True Sample	none	Jackson Labs	Patras_CG05x1	9/1/21	exp1	Conventional	Jackson Labs_Conventional	BCM_Jackson Labs_Conventional	BCM_Jackson Labs_Conventional	BCM_Jackson Labs_Conventional	A_BCM_Jackson Labs_Conventional		8	weeks	nulliparous		21-Dec	g	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		GDM_CG05										GDM_preg											BCM			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					GDM_preg	none	none
CG06x1	True Sample	none	Jackson Labs	Patras_CG06x1	9/1/21	exp1	Conventional	Jackson Labs_Conventional	BCM_Jackson Labs_Conventional	BCM_Jackson Labs_Conventional	BCM_Jackson Labs_Conventional	A_BCM_Jackson Labs_Conventional		8	weeks	nulliparous		21-Dec	g	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		GDM_CG06										GDM_preg											BCM			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					GDM_preg	none	none
CG07x1	True Sample	none	Jackson Labs	Patras_CG07x1	9/1/21	exp1	Conventional	Jackson Labs_Conventional	BCM_Jackson Labs_Conventional	BCM_Jackson Labs_Conventional	BCM_Jackson Labs_Conventional	A_BCM_Jackson Labs_Conventional		8	weeks	nulliparous		21-Dec	g	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		GDM_CG07										GDM_preg											BCM			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					GDM_preg	none	none
CG08x1	True Sample	none	Jackson Labs	Patras_CG08x1	9/1/21	exp1	Conventional	Jackson Labs_Conventional	BCM_Jackson Labs_Conventional	BCM_Jackson Labs_Conventional	BCM_Jackson Labs_Conventional	A_BCM_Jackson Labs_Conventional		8	weeks	nulliparous		21-Dec	g	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		GDM_CG08										GDM_preg											BCM			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					GDM_preg	none	none
CG09x1	True Sample	none	Jackson Labs	Patras_CG09x1	9/1/21	exp1	Conventional	Jackson Labs_Conventional	BCM_Jackson Labs_Conventional	BCM_Jackson Labs_Conventional	BCM_Jackson Labs_Conventional	A_BCM_Jackson Labs_Conventional		8	weeks	nulliparous		21-Dec	g	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		GDM_CG09										GDM_preg											BCM			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					GDM_preg	none	none
CG10x1	True Sample	none	Jackson Labs	Patras_CG10x1	9/1/21	exp1	Conventional	Jackson Labs_Conventional	BCM_Jackson Labs_Conventional	BCM_Jackson Labs_Conventional	BCM_Jackson Labs_Conventional	A_BCM_Jackson Labs_Conventional		8	weeks	nulliparous		21-Dec	g	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		GDM_CG10										GDM_preg											BCM			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					GDM_preg	none	none
CG11x1	True Sample	none	Jackson Labs	Patras_CG11x1	9/1/21	exp1	Conventional	Jackson Labs_Conventional	BCM_Jackson Labs_Conventional	BCM_Jackson Labs_Conventional	BCM_Jackson Labs_Conventional	A_BCM_Jackson Labs_Conventional		8	weeks	nulliparous		21-Dec	g	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		GDM_CG11										GDM_preg											BCM			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					GDM_preg	none	none
CG12x1	True Sample	none	Jackson Labs	Patras_CG12x1	9/1/21	exp1	Conventional	Jackson Labs_Conventional	BCM_Jackson Labs_Conventional	BCM_Jackson Labs_Conventional	BCM_Jackson Labs_Conventional	A_BCM_Jackson Labs_Conventional		8	weeks	nulliparous		21-Dec	g	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		GDM_CG12										GDM_preg											BCM			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					GDM_preg	none	none
PBS01x1	Control	none	Jackson Labs	Patras_PBS01x1	9/1/21	exp1	blank	Jackson Labs_blank	BCM_Jackson Labs_blank	BCM_Jackson Labs_blank	BCM_Jackson Labs_blank	A_BCM_Jackson Labs_blank	not applicable	not applicable	weeks	nulliparous		21-Dec	g	blank	PBS swab	PBS swab	blank_PBS swab		GDM_PBS0										not applicable											BCM			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					not applicable	none	none
CC01x1a	True Sample	none	Jackson Labs	Patras_CC01x1a	1/1/22	exp2	Conventional	Jackson Labs_Conventional	BCM_Jackson Labs_Conventional	BCM_Jackson Labs_Conventional	BCM_Jackson Labs_Conventional	A_BCM_Jackson Labs_Conventional		8	weeks	nulliparous		22-Apr	g	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		GDM_CC01										Control_preg											BCM			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					Control_preg	none	none
CC02x1a	True Sample	none	Jackson Labs	Patras_CC02x1a	1/1/22	exp2	Conventional	Jackson Labs_Conventional	BCM_Jackson Labs_Conventional	BCM_Jackson Labs_Conventional	BCM_Jackson Labs_Conventional	A_BCM_Jackson Labs_Conventional		8	weeks	nulliparous		22-Apr	g	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		GDM_CC02										Control_preg											BCM			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					Control_preg	none	none
CC04x1a	True Sample	none	Jackson Labs	Patras_CC04x1a	1/1/22	exp2	Conventional	Jackson Labs_Conventional	BCM_Jackson Labs_Conventional	BCM_Jackson Labs_Conventional	BCM_Jackson Labs_Conventional	A_BCM_Jackson Labs_Conventional		8	weeks	nulliparous		22-Apr	g	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		GDM_CC04										Control_preg											BCM			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					Control_preg	none	none
