sample_name	birthplace	orig_seqrunid	date_startcollection	cohort	orig_tube	mouse_line	site_line	dob	host_age	host_age_units	breedpair	parity	cage	collection_sequence	collection_date	extraction_date	submission_date	group_study	representation	body_site	collection_method	line_site	origmouse_name	mouse_id	estrous_stage	Prog_high	Prog_transition	Prog_mix	Estrogen_hi	esMM	esKP	esSO	tp_days	treatment	swabGBS_CFU	VTGBS_CFU	CGBS_CFU	UGBS_CFU	VS_clearD1	VS_clearD2	VS_clearD3	VS_clearD4	VS_clearD5	VS_clearD6	VS_clearD7	Uterine_clearance	toMedian1002000	study_topic	institution	vivarium	room	host_body_habitat	host_body_product	host_body_site	host_common_name	host_life_stage	host_scientific_name	plate_position	CST	CST_categorical
05GBSd1	BCM		2/10/22	2022FebB		HMB	BCM_HMB		6371.714286								March152022	f	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC3722	05b									1	GBS	1300000				Colonized							Clear	High	HMB_GBSchallenge		BCM_Taub									3	III
07GBSd1	BCM		2/10/22	2022FebB		HMB	BCM_HMB		6371.714286								March152022	f	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC3733	07b									1	GBS	1450000				Colonized							Colonized	High	HMB_GBSchallenge		BCM_Taub									4	IV
08GBSd1	BCM		2/10/22	2022FebB		HMB	BCM_HMB		6371.714286								March152022	f	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC3734	08b									1	GBS	45500				Colonized							Clear	Low	HMB_GBSchallenge		BCM_Taub									2	II
09GBSd1	BCM		2/10/22	2022FebB		HMB	BCM_HMB		6371.714286								March152022	f	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC3741	09b									1	GBS	380000				Colonized							Clear	Low	HMB_GBSchallenge		BCM_Taub									4	IV
10GBSd1	BCM		2/10/22	2022FebB		HMB	BCM_HMB		6371.714286								March152022	f	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC3745	10b									1	GBS	1850000				Colonized							Colonized	High	HMB_GBSchallenge		BCM_Taub									4	IV
11GBSd1	BCM		2/10/22	2022FebB		HMB	BCM_HMB		6371.714286								March152022	f	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC3749	11b									1	GBS	2650000				Colonized							Colonized	High	HMB_GBSchallenge		BCM_Taub									5	V
12GBSd1	BCM		2/10/22	2022FebB		HMB	BCM_HMB		6371.714286								March152022	f	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC3735	12b									1	GBS	185000				Colonized							Colonized	Low	HMB_GBSchallenge		BCM_Taub									0	0
13GBSd1	BCM		2/10/22	2022FebB		HVM	BCM_HVM		6371.714286								March152022	f	vaginal community	vaginal tract	vaginal swab	HVM_vaginal tract		13b									1	GBS	1400000				Colonized								High	HMB_GBSchallenge		BCM_Taub									0	0
14GBSd1	BCM		2/10/22	2022FebB		HVM	BCM_HVM		6371.714286								March152022	f	vaginal community	vaginal tract	vaginal swab	HVM_vaginal tract		14b									1	GBS	1800000				Colonized								High	HMB_GBSchallenge		BCM_Taub									0	0
15GBSd1	BCM		2/10/22	2022FebB		HVM	BCM_HVM		6371.714286								March152022	f	vaginal community	vaginal tract	vaginal swab	HVM_vaginal tract		15b									1	GBS	1700000				Colonized								High	HMB_GBSchallenge		BCM_Taub									0	0
16GBSd1	BCM		2/10/22	2022FebB		HVM	BCM_HVM		6371.714286								March152022	f	vaginal community	vaginal tract	vaginal swab	HVM_vaginal tract		16b									1	GBS	0				Clear								Low	HMB_GBSchallenge		BCM_Taub									0	0
17GBSd1	BCM		2/10/22	2022FebB		Conventional	BCM_Conventional		6371.714286								March152022	f	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		17b									1	GBS	2600000				Colonized							Colonized	High	HMB_GBSchallenge		BCM_Taub									0	0
18GBSd1	BCM		2/10/22	2022FebB		Conventional	BCM_Conventional		6371.714286								March152022	f	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		18b									1	GBS	360000				Colonized							Colonized	Low	HMB_GBSchallenge		BCM_Taub									0	0
19GBSd1	BCM		2/10/22	2022FebB		Conventional	BCM_Conventional		6371.714286								March152022	f	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		19b									1	GBS	2200000				Colonized							Colonized	High	HMB_GBSchallenge		BCM_Taub									0	0
20GBSd1	BCM		2/10/22	2022FebB		Conventional	BCM_Conventional		6371.714286								March152022	f	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		20b									1	GBS	2000000				Colonized							Colonized	High	HMB_GBSchallenge		BCM_Taub									0	0
21GBSd1	BCM		2/10/22	2022FebB		Conventional	BCM_Conventional		6371.714286								March152022	f	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		21b									1	GBS	395000				Colonized							Colonized	Low	HMB_GBSchallenge		BCM_Taub									0	0
23GBSd1	BCM		2/10/22	2022FebB		Conventional	BCM_Conventional		6371.714286								March152022	f	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		23b									1	GBS	240000				Colonized							Colonized	Low	HMB_GBSchallenge		BCM_Taub									0	0
24GBSd1	BCM		2/10/22	2022FebB		Conventional	BCM_Conventional		6371.714286								March152022	f	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		24b									1	GBS	1900000				Colonized							Colonized	High	HMB_GBSchallenge		BCM_Taub									0	0
26GBSd1	BCM		2/10/22	2022FebB		Conventional	BCM_Conventional		6371.714286								March152022	f	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		26b									1	GBS	2400000				Colonized							Colonized	High	HMB_GBSchallenge		BCM_Taub									0	0
27GBSd1	BCM		2/10/22	2022FebB		Conventional	BCM_Conventional		6371.714286								March152022	f	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		27b									1	GBS	1900000				Colonized							Colonized	High	HMB_GBSchallenge		BCM_Taub									0	0
28GBSd1	BCM		2/10/22	2022FebB		Conventional	BCM_Conventional		6371.714286								March152022	f	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		28b									1	GBS	520000				Colonized							Colonized	Low	HMB_GBSchallenge		BCM_Taub									0	0
01GBSd3	BCM		2/12/22	2022FebB		HMB	BCM_HMB		6372								March152022	f	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC3714	01b									3	GBS	1730000	149122807	31847133.76	447470.8171			Colonized					Colonized	High	HMB_GBSchallenge		BCM_Taub									2	II
02GBSd3	BCM		2/12/22	2022FebB		HMB	BCM_HMB		6372								March152022	f	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC3715	02b									3	GBS	180000	5949656.751	11518987.34	320088.3002			Colonized					Colonized	Low	HMB_GBSchallenge		BCM_Taub									2	II
03GBSd3	BCM		2/12/22	2022FebB		HMB	BCM_HMB		6372								March152022	f	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC3716	03b									3	GBS	380000	15151515.15	22244897.96	0			Colonized					Clear	Low	HMB_GBSchallenge		BCM_Taub									4	IV
04GBSd3	BCM		2/12/22	2022FebB		HMB	BCM_HMB		6372								March152022	f	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC3721	04b									3	GBS	310000						Colonized					Colonized	Low	HMB_GBSchallenge		BCM_Taub									4	IV
05GBSd3	BCM		2/12/22	2022FebB		HMB	BCM_HMB		6372								March152022	f	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC3722	05b									3	GBS	20500						Colonized					Clear	Low	HMB_GBSchallenge		BCM_Taub									3	III
06GBSd3	BCM		2/12/22	2022FebB		HMB	BCM_HMB		6372								March152022	f	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC3723	06b									3	GBS	0						Clear					Clear	Low	HMB_GBSchallenge		BCM_Taub									5	V
07GBSd3	BCM		2/12/22	2022FebB		HMB	BCM_HMB		6372								March152022	f	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC3733	07b									3	GBS	2850000						Colonized					Colonized	High	HMB_GBSchallenge		BCM_Taub									4	IV
08GBSd3	BCM		2/12/22	2022FebB		HMB	BCM_HMB		6372								March152022	f	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC3734	08b									3	GBS	4950						Colonized					Clear	Low	HMB_GBSchallenge		BCM_Taub									2	II
09GBSd3	BCM		2/12/22	2022FebB		HMB	BCM_HMB		6372								March152022	f	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC3741	09b									3	GBS	64000						Colonized					Clear	Low	HMB_GBSchallenge		BCM_Taub									4	IV
10GBSd3	BCM		2/12/22	2022FebB		HMB	BCM_HMB		6372								March152022	f	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC3745	10b									3	GBS	655000	5585106.383	12578616.35	20072.9927			Colonized					Colonized	Low	HMB_GBSchallenge		BCM_Taub									4	IV
11GBSd3	BCM		2/12/22	2022FebB		HMB	BCM_HMB		6372								March152022	f	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC3749	11b									3	GBS	580000	619834.7107	2722222.222	722.5433526			Colonized					Colonized	Low	HMB_GBSchallenge		BCM_Taub									5	V
12GBSd3	BCM		2/12/22	2022FebB		HMB	BCM_HMB		6372								March152022	f	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC3735	12b									3	GBS	2150000	42105263.16	22831050.23	433746.4252			Colonized					Colonized	High	HMB_GBSchallenge		BCM_Taub									0	0
13GBSd3	BCM		2/12/22	2022FebB		HVM	BCM_HVM		6372								March152022	f	vaginal community	vaginal tract	vaginal swab	HVM_vaginal tract		13b									3	GBS	0						Clear						Low	HMB_GBSchallenge		BCM_Taub									0	0
14GBSd3	BCM		2/12/22	2022FebB		HVM	BCM_HVM		6372								March152022	f	vaginal community	vaginal tract	vaginal swab	HVM_vaginal tract		14b									3	GBS	435000						Colonized						Low	HMB_GBSchallenge		BCM_Taub									0	0
15GBSd3	BCM		2/12/22	2022FebB		HVM	BCM_HVM		6372								March152022	f	vaginal community	vaginal tract	vaginal swab	HVM_vaginal tract		15b									3	GBS	805000						Colonized						Low	HMB_GBSchallenge		BCM_Taub									0	0
16GBSd3	BCM		2/12/22	2022FebB		HVM	BCM_HVM		6372								March152022	f	vaginal community	vaginal tract	vaginal swab	HVM_vaginal tract		16b									3	GBS	0						Clear						Low	HMB_GBSchallenge		BCM_Taub									0	0
17GBSd3	BCM		2/12/22	2022FebB		Conventional	BCM_Conventional		6372								March152022	f	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		17b									3	GBS	645000	11098130.84	34426229.51	597826.087			Colonized					Colonized	Low	HMB_GBSchallenge		BCM_Taub									0	0
18GBSd3	BCM		2/12/22	2022FebB		Conventional	BCM_Conventional		6372								March152022	f	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		18b									3	GBS	9300000	28115501.52	0	27966.10169			Colonized					Colonized	High	HMB_GBSchallenge		BCM_Taub									0	0
19GBSd3	BCM		2/12/22	2022FebB		Conventional	BCM_Conventional		6372								March152022	f	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		19b									3	GBS	325000	1695583.596	3741496.599	43650.79365			Colonized					Colonized	Low	HMB_GBSchallenge		BCM_Taub									0	0
20GBSd3	BCM		2/12/22	2022FebB		Conventional	BCM_Conventional		6372								March152022	f	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		20b									3	GBS	5050000	18813131.31	35031847.13	18881.11888			Colonized					Colonized	High	HMB_GBSchallenge		BCM_Taub									0	0
21GBSd3	BCM		2/12/22	2022FebB		Conventional	BCM_Conventional		6372								March152022	f	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		21b									3	GBS	68000	3384615.385	4255319.149	1392251.816			Colonized					Colonized	Low	HMB_GBSchallenge		BCM_Taub									0	0
22GBSd3	BCM		2/12/22	2022FebB		Conventional	BCM_Conventional		6372								March152022	f	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		22b									3	GBS	1750000	45555555.56	34313725.49	1493305.87			Colonized					Colonized	High	HMB_GBSchallenge		BCM_Taub									0	0
23GBSd3	BCM		2/12/22	2022FebB		Conventional	BCM_Conventional		6372								March152022	f	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		23b									3	GBS	1600000						Colonized					Colonized	High	HMB_GBSchallenge		BCM_Taub									0	0
24GBSd3	BCM		2/12/22	2022FebB		Conventional	BCM_Conventional		6372								March152022	f	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		24b									3	GBS	895000						Colonized					Colonized	Low	HMB_GBSchallenge		BCM_Taub									0	0
25GBSd3	BCM		2/12/22	2022FebB		Conventional	BCM_Conventional		6372								March152022	f	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		25b									3	GBS	380000						Colonized					Colonized	Low	HMB_GBSchallenge		BCM_Taub									0	0
26GBSd3	BCM		2/12/22	2022FebB		Conventional	BCM_Conventional		6372								March152022	f	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		26b									3	GBS	170000						Colonized					Colonized	Low	HMB_GBSchallenge		BCM_Taub									0	0
27GBSd3	BCM		2/12/22	2022FebB		Conventional	BCM_Conventional		6372								March152022	f	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		27b									3	GBS	105000						Colonized					Colonized	Low	HMB_GBSchallenge		BCM_Taub									0	0
28GBSd3	BCM		2/12/22	2022FebB		Conventional	BCM_Conventional		6372								March152022	f	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		28b									3	GBS	560000						Colonized					Colonized	Low	HMB_GBSchallenge		BCM_Taub									0	0
04GBSd7	BCM		2/16/22	2022FebB		HMB	BCM_HMB		6372.571429								March152022	f	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC3721	04b									7	GBS	625000	1655092.593	2171052.632	2717.391304							Colonized	Colonized	Low	HMB_GBSchallenge		BCM_Taub									4	IV
05GBSd7	BCM		2/16/22	2022FebB		HMB	BCM_HMB		6372.571429								March152022	f	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC3722	05b									7	GBS	0	0	0	0							Clear	Clear	Low	HMB_GBSchallenge		BCM_Taub									3	III
06GBSd7	BCM		2/16/22	2022FebB		HMB	BCM_HMB		6372.571429								March152022	f	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC3723	06b									7	GBS	53000	87071.24011	187500	0							Colonized	Clear	Low	HMB_GBSchallenge		BCM_Taub									5	V
07GBSd7	BCM		2/16/22	2022FebB		HMB	BCM_HMB		6372.571429								March152022	f	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC3733	07b									7	GBS	590000	4672897.196	3612716.763	14787.43068							Colonized	Colonized	Low	HMB_GBSchallenge		BCM_Taub									4	IV
08GBSd7	BCM		2/16/22	2022FebB		HMB	BCM_HMB		6372.571429								March152022	f	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC3734	08b									7	GBS	0	0	0	0							Clear	Clear	Low	HMB_GBSchallenge		BCM_Taub									2	II
09GBSd7	BCM		2/16/22	2022FebB		HMB	BCM_HMB		6372.571429								March152022	f	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC3741	09b									7	GBS	0	0	0	0							Clear	Clear	Low	HMB_GBSchallenge		BCM_Taub									4	IV
23GBSd7	BCM		2/16/22	2022FebB		Conventional	BCM_Conventional		6372.571429								March152022	f	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		23b									7	GBS	5400000	8562197.092	11213517.67	83472.45409							Colonized	Colonized	High	HMB_GBSchallenge		BCM_Taub									0	0
24GBSd7	BCM		2/16/22	2022FebB		Conventional	BCM_Conventional		6372.571429								March152022	f	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		24b									7	GBS	1100000	520833.3333	5123966.942	25222.55193							Colonized	Colonized	High	HMB_GBSchallenge		BCM_Taub									0	0
25GBSd7	BCM		2/16/22	2022FebB		Conventional	BCM_Conventional		6372.571429								March152022	f	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		25b									7	GBS	2150000	920679.8867	4416058.394	1231.527094							Colonized	Colonized	High	HMB_GBSchallenge		BCM_Taub									0	0
26GBSd7	BCM		2/16/22	2022FebB		Conventional	BCM_Conventional		6372.571429								March152022	f	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		26b									7	GBS	3150000	7487309.645	27777777.78	1106.19469							Colonized	Colonized	High	HMB_GBSchallenge		BCM_Taub									0	0
27GBSd7	BCM		2/16/22	2022FebB		Conventional	BCM_Conventional		6372.571429								March152022	f	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		27b									7	GBS	3700000	26220614.83	16537467.7	1415094.34							Colonized	Colonized	High	HMB_GBSchallenge		BCM_Taub									0	0
28GBSd7	BCM		2/16/22	2022FebB		Conventional	BCM_Conventional		6372.571429								March152022	f	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		28b									7	GBS	4350000	4670912.951	6838905.775	2457142.857							Colonized	Colonized	High	HMB_GBSchallenge		BCM_Taub									0	0
12502.0P01	Jackson Labs			pre2020		Conventional	Jackson Labs_Conventional		8	weeks			C1						vaginal community					P01									0	Control												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	2_H09	0	0
12502.0P02	Jackson Labs			pre2020		Conventional	Jackson Labs_Conventional		8	weeks			C1						vaginal community					P02									0	Control												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	2_B07	0	0
12502.0P03	Jackson Labs			pre2020		Conventional	Jackson Labs_Conventional		8	weeks			C1						vaginal community					P03									0	Control												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	2_D04	0	0
12502.0P04	Jackson Labs			pre2020		Conventional	Jackson Labs_Conventional		8	weeks			C1						vaginal community					P04									0	Control												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	1_F07	0	0
12502.0P05	Jackson Labs			pre2020		Conventional	Jackson Labs_Conventional		8	weeks			C1						vaginal community					P05									0	Control												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	1_C11	0	0
12502.0P06	Jackson Labs			pre2020		Conventional	Jackson Labs_Conventional		8	weeks			C2						vaginal community					P06									0	Control												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	1_F05	0	0
12502.0P07	Jackson Labs			pre2020		Conventional	Jackson Labs_Conventional		8	weeks			C2						vaginal community					P07									0	Control												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	2_F02	0	0
12502.0P08	Jackson Labs			pre2020		Conventional	Jackson Labs_Conventional		8	weeks			C2						vaginal community					P08									0	Control												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	1_G09	0	0
12502.0P09	Jackson Labs			pre2020		Conventional	Jackson Labs_Conventional		8	weeks			C2						vaginal community					P09									0	Control												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	1_E05	0	0
12502.0P10	Jackson Labs			pre2020		Conventional	Jackson Labs_Conventional		8	weeks			C2						vaginal community					P10									0	Control												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	2_D10	0	0
12502.0P11	Jackson Labs			pre2020		Conventional	Jackson Labs_Conventional		8	weeks		nulliparous	C17						vaginal community					P11									0	Control												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	2_E07	0	0
12502.0P12	Jackson Labs			pre2020		Conventional	Jackson Labs_Conventional		8	weeks		nulliparous	C17						vaginal community					P12									0	Control												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	1_F05	0	0
12502.0P13	Jackson Labs			pre2020		Conventional	Jackson Labs_Conventional		8	weeks		nulliparous	C17						vaginal community					P13									0	Control												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	1_E09	0	0
12502.0P14	Jackson Labs			pre2020		Conventional	Jackson Labs_Conventional		8	weeks		nulliparous	C17						vaginal community					P14									0	Control												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	2_F04	0	0
