sample_name	birthplace	date_startcollection	cohort	mouse_line	site_line	host_age	host_age_units	group_study	representation	body_site	collection_method	line_site	origmouse_name	mouse_id	estrous_stage	Prog_high	Prog_transition	Prog_mix	Estrogen_hi	tp_days	treatment	swabGBS_CFU	VTGBS_CFU	CGBS_CFU	UGBS_CFU	VS_clearD1	VS_clearD3	VS_clearD7	Uterine_clearance	study_topic	vivarium	host_body_habitat	host_body_product	host_body_site	host_common_name	host_life_stage	host_scientific_name	CST	CST_categorical
12502.BLANK3.7E	not applicable		pre2020			not applicable	weeks		blank					BLANK3.7E							not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	none	none
12502.BLANK3.7E.Dec2019	not applicable		pre2020			not applicable	weeks		blank					BLANK3.7E.Dec2019							not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	none	none
12502.BLANK3.7F	not applicable		pre2020			not applicable	weeks		blank					BLANK3.7F							not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	none	none
12502.BLANK3.7F.Dec2019	not applicable		pre2020			not applicable	weeks		blank					BLANK3.7F.Dec2019							not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	none	none
12502.BLANK3.7G	not applicable		pre2020			not applicable	weeks		blank					BLANK3.7G							not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	none	none
12502.BLANK3.7G.Dec2019	not applicable		pre2020			not applicable	weeks		blank					BLANK3.7G.Dec2019							not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	none	none
12502.BLANK3.7H	not applicable		pre2020			not applicable	weeks		blank					BLANK3.7H							not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	none	none
12502.BLANK3.7H.Dec2019	not applicable		pre2020			not applicable	weeks		blank					BLANK3.7H.Dec2019							not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	none	none
12502.BLANK3.8B	not applicable		pre2020			not applicable	weeks		blank					BLANK3.8B							not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	none	none
12502.BLANK3.8C	not applicable		pre2020			not applicable	weeks		blank					BLANK3.8C							not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	none	none
12502.BLANK3.8D	not applicable		pre2020			not applicable	weeks		blank					BLANK3.8D							not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	none	none
12502.BLANK3.8E	not applicable		pre2020			not applicable	weeks		blank					BLANK3.8E							not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	none	none
12502.BLANK3.8E.Dec2019	not applicable		pre2020			not applicable	weeks		blank					BLANK3.8E.Dec2019							not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	none	none
12502.BLANK3.8F	not applicable		pre2020			not applicable	weeks		blank					BLANK3.8F							not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	none	none
12502.BLANK3.8F.Dec2019	not applicable		pre2020			not applicable	weeks		blank					BLANK3.8F.Dec2019							not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	none	none
12502.BLANK3.8G	not applicable		pre2020			not applicable	weeks		blank					BLANK3.8G							not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	none	none
12502.BLANK3.8G.Dec2019	not applicable		pre2020			not applicable	weeks		blank					BLANK3.8G.Dec2019							not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	none	none
12502.BLANK3.8H	not applicable		pre2020			not applicable	weeks		blank					BLANK3.8H							not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	none	none
12502.BLANK3.8H.Dec2019	not applicable		pre2020			not applicable	weeks		blank					BLANK3.8H.Dec2019							not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	none	none
12502.BLANK3.9B	not applicable		pre2020			not applicable	weeks		blank					BLANK3.9B							not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	none	none
12502.BLANK3.9C	not applicable		pre2020			not applicable	weeks		blank					BLANK3.9C							not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	none	none
12502.BLANK3.9D	not applicable		pre2020			not applicable	weeks		blank					BLANK3.9D							not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	none	none
12502.BLANK3.9D.Dec2019	not applicable		pre2020			not applicable	weeks		blank					BLANK3.9D.Dec2019							not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	none	none
12502.BLANK3.9E	not applicable		pre2020			not applicable	weeks		blank					BLANK3.9E							not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	none	none
12502.BLANK3.9E.Dec2019	not applicable		pre2020			not applicable	weeks		blank					BLANK3.9E.Dec2019							not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	none	none
12502.BLANK3.9F	not applicable		pre2020			not applicable	weeks		blank					BLANK3.9F							not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	none	none
12502.BLANK3.9F.Dec2019	not applicable		pre2020			not applicable	weeks		blank					BLANK3.9F.Dec2019							not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	none	none
12502.BLANK3.9G	not applicable		pre2020			not applicable	weeks		blank					BLANK3.9G							not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	none	none
12502.BLANK3.9G.Dec2019	not applicable		pre2020			not applicable	weeks		blank					BLANK3.9G.Dec2019							not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	none	none
12502.BLANK3.9H	not applicable		pre2020			not applicable	weeks		blank					BLANK3.9H							not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	none	none
12502.BLANK3.9H.Dec2019	not applicable		pre2020			not applicable	weeks		blank					BLANK3.9H.Dec2019							not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	none	none
12502.0H1	Jackson Labs		pre2020	Conventional	Jackson Labs_Conventional	8	weeks		vaginal community					H1							not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	0	0
12502.0H10	Jackson Labs		pre2020	Conventional	Jackson Labs_Conventional	8	weeks		vaginal community					H10							not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	0	0
12502.0H2	Jackson Labs		pre2020	Conventional	Jackson Labs_Conventional	8	weeks		vaginal community					H2							not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	0	0
12502.0H3	Jackson Labs		pre2020	Conventional	Jackson Labs_Conventional	8	weeks		vaginal community					H3							not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	0	0
12502.0H4	Jackson Labs		pre2020	Conventional	Jackson Labs_Conventional	8	weeks		vaginal community					H4							not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	0	0
12502.0H5	Jackson Labs		pre2020	Conventional	Jackson Labs_Conventional	8	weeks		vaginal community					H5							not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	0	0
